RespondentNr;StimulusNr;timestamp ms;Gaze x %;Gaze y %
1;0;1708;0.356;0.092
1;0;1742;0.284;0.079
1;0;1789;0.24;0.101
1;0;1819;0.156;0.102
1;0;1900;0.133;0.085
1;0;1935;0.11;0.083
1;0;2000;0.098;0.08
1;0;2032;0.026;0.095
1;0;2097;-0.001;0.104
1;0;2131;0.079;0.093
1;0;2198;0.077;0.114
1;0;2231;0.094;0.121
1;0;2267;0.132;0.131
1;0;2336;0.153;0.121
1;0;2386;0.26;0.142
1;0;2451;0.401;0.127
1;0;2483;0.557;0.117
1;0;2543;0.564;0.104
1;0;2589;0.574;0.109
1;0;2654;0.591;0.131
1;0;2690;0.565;0.149
1;0;2755;0.544;0.158
1;0;2825;0.54;0.159
1;0;2861;0.543;0.164
1;0;2887;0.57;0.183
1;0;2956;0.565;0.221
1;0;3020;0.592;0.226
1;0;3090;0.637;0.276
1;0;3150;0.768;0.429
1;0;3188;0.78;0.422
1;0;3217;0.768;0.404
1;0;3286;0.763;0.376
1;0;3318;0.76;0.356
1;0;3352;0.752;0.319
1;0;3383;0.719;0.283
1;0;3435;0.667;0.28
1;0;3489;0.667;0.248
1;0;3530;0.671;0.245
1;0;3556;0.676;0.254
1;0;3617;0.65;0.229
1;0;3669;0.573;0.263
1;0;3728;0.537;0.388
1;0;3773;0.493;0.377
1;0;3835;0.441;0.358
1;0;3880;0.433;0.349
1;0;3909;0.438;0.354
1;0;3940;0.463;0.346
1;0;3973;0.48;0.347
1;0;4033;0.477;0.339
1;0;4099;0.48;0.332
1;0;4172;0.489;0.338
1;0;4205;0.499;0.341
1;0;4266;0.506;0.345
1;0;4302;0.517;0.351
1;0;4341;0.512;0.352
1;0;4400;0.531;0.358
1;0;4443;0.549;0.365
1;0;4505;0.558;0.364
1;0;4572;0.563;0.364
1;0;4637;0.564;0.357
1;0;4705;0.552;0.358
1;0;4737;0.543;0.361
1;1;0;0.449;0.36
1;1;0;0.438;0.36
1;1;28;0.431;0.36
1;1;107;0.423;0.363
1;1;174;0.414;0.364
1;1;242;0.408;0.363
1;1;274;0.41;0.361
1;1;305;0.404;0.364
1;1;377;0.399;0.365
1;1;410;0.388;0.365
1;1;478;0.231;0.393
1;1;508;0.108;0.426
1;1;576;0.034;0.485
1;1;608;0.432;0.996
1;1;707;0.284;1.085
1;1;805;0.145;0.731
1;1;905;0.148;0.682
1;1;1002;0.121;0.657
1;1;1066;0.075;0.62
1;1;1120;0.041;0.614
1;1;1262;0.035;0.606
1;1;1315;0.06;0.571
1;1;1343;0.143;0.461
1;1;1425;0.193;0.385
1;1;1491;0.26;0.375
1;1;1554;0.269;0.359
1;1;1624;0.276;0.331
1;1;1656;0.267;0.312
1;1;1719;0.356;0.319
1;1;1755;0.39;0.31
1;1;1818;0.608;0.516
1;1;1853;0.605;0.554
1;1;1884;0.585;0.576
1;1;1951;0.575;0.588
1;1;1988;0.567;0.589
1;1;2057;0.581;0.583
1;1;2125;0.589;0.58
1;1;2158;0.582;0.58
1;1;2224;0.576;0.58
1;1;2299;0.56;0.584
1;1;2327;0.557;0.586
1;1;2409;0.572;0.6
1;1;2439;0.6;0.612
1;1;2489;0.629;0.622
1;1;2532;0.643;0.625
1;1;2560;0.648;0.627
1;1;2604;0.658;0.631
1;1;2675;0.672;0.639
1;1;2706;0.72;0.663
1;1;2773;0.713;0.665
1;1;2841;0.689;0.663
1;1;2906;0.657;0.667
1;1;2973;0.181;0.773
1;1;3041;0.175;0.783
1;1;3075;0.169;0.801
1;1;3138;0.174;0.811
1;1;3172;0.173;0.814
1;1;3244;0.177;0.82
1;1;3279;0.181;0.826
1;1;3340;0.186;0.829
1;1;3374;0.194;0.834
1;1;3404;0.201;0.833
1;1;3441;0.21;0.829
1;1;3506;0.218;0.828
1;1;3541;0.226;0.827
1;1;3625;0.239;0.833
1;1;3658;0.264;0.835
1;1;3707;0.287;0.838
1;1;3737;0.306;0.841
1;1;3771;0.31;0.841
1;1;3816;0.251;0.82
1;1;3842;0.23;0.807
1;1;3891;0.102;0.739
1;1;3934;0.091;0.732
1;1;3987;0.077;0.72
1;1;4057;0.083;0.727
1;1;4091;0.084;0.714
1;1;4151;0.089;0.703
1;1;4185;0.097;0.692
1;1;4218;0.104;0.679
1;1;4292;0.109;0.67
1;1;4323;0.11;0.665
1;1;4357;0.112;0.661
1;1;4425;0.117;0.652
1;1;4458;0.123;0.646
1;1;4525;0.125;0.639
1;1;4555;0.118;0.636
1;1;4587;0.108;0.63
1;1;4657;0.192;0.624
1;1;4686;0.408;0.636
1;1;4720;0.452;0.637
1;1;4754;0.481;0.643
2;0;0;0.769;0.596
2;0;19;0.753;0.574
2;0;57;0.739;0.561
2;0;121;0.724;0.555
2;0;183;0.712;0.516
2;0;223;0.714;0.487
2;0;385;0.542;0.616
2;0;423;0.596;0.581
2;0;483;0.701;0.518
2;0;521;0.522;0.275
2;0;625;0.528;0.264
2;0;684;0.53;0.266
2;0;724;0.499;0.262
2;0;783;0.479;0.246
2;0;882;0.598;0.439
2;0;921;0.541;0.43
2;0;984;0.556;0.424
2;0;1025;0.566;0.434
2;0;1084;0.571;0.443
2;0;1123;0.576;0.447
2;0;1182;0.674;0.498
2;0;1246;0.681;0.504
2;0;1283;0.754;0.537
2;0;1322;0.75;0.536
2;0;1381;0.76;0.541
2;0;1444;0.768;0.541
2;0;1483;0.77;0.535
2;0;1550;0.733;0.507
2;0;1610;0.712;0.496
2;0;1644;0.705;0.487
2;0;1677;0.693;0.472
2;0;1741;0.651;0.411
2;0;1775;0.654;0.401
2;0;1865;0.636;0.394
2;0;1882;0.619;0.387
2;0;1943;0.597;0.372
2;0;2010;0.481;0.276
2;0;2042;0.456;0.257
2;0;2110;0.421;0.228
2;0;2142;0.416;0.224
2;0;2210;0.413;0.218
2;0;2241;0.415;0.214
2;0;2310;0.433;0.21
2;0;2411;0.483;0.212
2;0;2542;0.592;0.209
2;0;2614;0.612;0.216
2;0;2642;0.662;0.226
2;0;2708;0.678;0.23
2;0;2744;0.692;0.233
2;0;2810;0.691;0.235
2;0;2841;0.683;0.24
2;0;2908;0.684;0.241
2;0;2943;0.685;0.244
2;0;3011;0.698;0.244
2;0;3041;0.701;0.246
2;0;3110;0.708;0.246
2;0;3141;0.71;0.247
2;0;3212;0.712;0.247
2;0;3309;0.705;0.247
2;0;3342;0.692;0.25
2;0;3411;0.68;0.253
2;0;3442;0.672;0.255
2;0;3511;0.665;0.255
2;0;3544;0.655;0.257
2;0;3613;0.647;0.261
2;0;3711;0.638;0.266
2;0;3741;0.64;0.273
2;0;3810;0.64;0.276
2;0;3841;0.636;0.281
2;0;3911;0.623;0.286
2;0;3978;0.558;0.286
2;0;4009;0.371;0.284
2;0;4042;0.325;0.279
2;0;4107;0.303;0.274
2;0;4210;0.319;0.257
2;0;4243;0.301;0.254
2;0;4310;0.298;0.246
2;0;4343;0.282;0.24
2;0;4409;0.292;0.238
2;0;4444;0.618;0.445
2;0;4507;0.636;0.46
2;0;4573;0.633;0.468
2;0;4609;0.622;0.471
2;1;63;0.628;0.58
2;1;95;0.62;0.586
2;1;163;0.609;0.594
2;1;265;0.569;0.616
2;1;365;0.532;0.629
2;1;398;0.505;0.636
2;1;465;0.519;0.625
2;1;496;0.551;0.614
2;1;564;0.565;0.606
2;1;595;0.584;0.598
2;1;662;0.601;0.59
2;1;693;0.684;0.555
2;1;760;0.691;0.56
2;1;792;0.697;0.565
2;1;863;0.598;0.573
2;1;894;0.387;0.605
2;1;960;0.379;0.608
2;1;993;0.377;0.608
2;1;1059;0.374;0.606
2;1;1161;0.369;0.604
2;1;1264;0.369;0.602
2;1;1362;0.363;0.606
2;1;1394;0.352;0.603
2;1;1460;0.346;0.602
2;1;1561;0.323;0.601
2;1;1594;0.305;0.597
2;1;1660;0.299;0.588
2;1;1728;0.305;0.574
2;1;1759;0.311;0.564
2;1;1794;0.314;0.557
2;1;1895;0.651;0.559
2;1;2095;0.69;0.581
2;1;2161;0.715;0.591
2;1;2228;0.73;0.586
2;1;2329;0.731;0.585
2;1;2360;0.733;0.58
2;1;2458;0.734;0.579
2;1;2529;0.68;0.553
2;1;2559;0.643;0.562
2;1;2660;0.624;0.551
2;1;2729;0.529;0.508
2;1;2759;0.565;0.504
2;1;2828;0.615;0.507
2;1;2860;0.655;0.507
2;1;2929;0.68;0.503
2;1;2960;0.692;0.501
2;1;3028;0.697;0.5
2;1;3060;0.696;0.499
2;1;3151;0.707;0.496
2;1;3186;0.701;0.492
2;1;3204;0.675;0.486
2;1;3261;0.678;0.475
2;1;3329;0.685;0.469
2;1;3362;0.683;0.466
2;1;3429;0.682;0.459
2;1;3457;0.655;0.448
2;1;3527;0.629;0.433
2;1;3560;0.598;0.417
2;1;3627;0.622;0.415
2;1;3661;0.607;0.408
2;1;3728;0.661;0.393
2;1;3793;0.856;0.409
2;1;3827;0.931;0.459
2;1;3928;0.933;0.479
2;1;4060;0.896;0.512
2;1;4160;0.769;0.59
2;1;4264;0.777;0.588
2;1;4328;0.756;0.581
2;1;4359;0.722;0.567
2;1;4427;0.677;0.56
2;1;4459;0.533;0.538
2;1;4527;0.385;0.56
2;1;4561;0.358;0.566
2;1;4626;0.366;0.563
2;1;4695;0.687;0.5
2;1;4725;0.711;0.488
2;1;4762;0.71;0.479
